# SUPPRESSION-SCOPE: direction-aware
#   Opted in 2026-08-19. THIS PROVIDER WAS THE ONLY ONE OF TWENTY LEFT OUT: the 2026-08-02 sweep
#   opted in "all 8 remaining eligible providers" (see the identical block in CA_CLETS), and this
#   file was missed -- which is the ENTIRE "21 over-broad suppressions across 243 registry rows"
#   finding that sat open in SESSION_STATE. It was never a portfolio problem and never 20 providers;
#   audit_suppression_scope reported 21 here and 0 on all nineteen others.
#   MEASURED, not assumed, exactly as the 08-02 sweep was: audit_metadata read 215 PASS / 0 FAIL /
#   0 WARN both BEFORE and AFTER this marker, so narrowing un-silenced nothing here. That is the
#   check the one-at-a-time ruling (2026-07-30) demands, because narrowing CAN turn a provider red
#   by un-silencing a real finding -- if it had, the finding would be adjudicated, not re-suppressed.
#   Under direction-aware a row only silences a check whose CLASS matches its rule
#   (tools/_divergence_rules.ps1); every "other"-class row silences nothing at all.
# CA_CONTRA_COSTA ACCEPTED METADATA DIVERGENCES   (was mistitled "CA_CLETS" -- copy artifact, corrected 2026-08-19)
# Read by tools/audit_metadata.ps1 (CHECK 4 / 4d). Each non-comment line records a
# set/any divergence that is intentional and correct, so the gate treats it as [NOTE] not [FAIL].
# Format (pipe-delimited): query | keyRef | field | rule | reason | source | date
#

DriverHistoryQuery | NLTS.KQ.N | purposeCodeDH | promoted-to-set | purposeCodeDH in set[] ensures KQ query always includes purpose code; any[]/defaulted would silently omit it if CAD doesn't send it; combo default purposeCodeDH='C' handles CAD auto-populate | design-decision | 2026-06-26
VehicleRegistrationQuery | IV.4S | * | not-built | Extra devdoc plate-type sub-variant, not built as a separate combo -- coincidental field overlap with NLTS.RQ.P/NLTS.RQ.V | build-notes | 2026-07-06
VehicleRegistrationQuery | IV.4E | * | not-built | Extra devdoc plate-type sub-variant, not built as a separate combo -- coincidental field overlap with NLTS.RQ.P/NLTS.RQ.V | build-notes | 2026-07-06
VehicleRegistrationQuery | IL.A1 | * | not-built | Extra devdoc plate-type sub-variant, not built as a separate combo -- coincidental field overlap with NLTS.RQ.P/NLTS.RQ.V | build-notes | 2026-07-06
VehicleRegistrationQuery | IV.4H | * | not-built | Extra devdoc plate-type sub-variant, not built as a separate combo -- coincidental field overlap with NLTS.RQ.P/NLTS.RQ.V | build-notes | 2026-07-06
VehicleRegistrationQuery | IV.4P | * | not-built | Extra devdoc plate-type sub-variant, not built as a separate combo -- coincidental field overlap with NLTS.RQ.P/NLTS.RQ.V | build-notes | 2026-07-06
VehicleRegistrationQuery | IV.4K | * | not-built | Extra devdoc plate-type sub-variant, not built as a separate combo -- coincidental field overlap with NLTS.RQ.P/NLTS.RQ.V | build-notes | 2026-07-06
VehicleRegistrationQuery | IV.4V | * | not-built | Extra devdoc VIN sub-variant, not built as a separate combo -- coincidental field overlap with NLTS.RQ.P/NLTS.RQ.V | build-notes | 2026-07-06
BoatQuery | IV.4B | * | not-built | Extra devdoc boat sub-variant, not built as a separate combo -- coincidental field overlap with NLTS.BQ.N/NLTS.BQ.H/NLTS.BQ.R/IA.QB.H/IA.QB.O/IA.QB.R | build-notes | 2026-07-06
VehicleRegistrationQuery | (devdoc #1) | FileCode | devdoc-combo-unbuilt | Devdoc-of-record VehicleRegistrationQuery #1 "(In) LicensePlateNumber, FileCode, InfoCode" is NOT BUILT. Surfaced only on 2026-08-19, when audit_devdoc_combinations gained the devdoc-of-record fallback: CA_CONTRA_COSTA's own devdoc says "Basic Queries Supported: None" and its only combination tables are the UNBUILT JAWS/Expanded set, so this gate had been comparing ZERO combinations here and its FAIL was vacuous. It now compares against CA_CLETS, the blessed directed link (audit_provider_linkage: "build = full CA_CLETS copy + CC's JAWS"). VERIFIED AGAINST THIS PROVIDER'S OWN METADATA, not inherited: source/CA_CONTRA_COSTA.xml defines FileCode (3 nodes) and InfoCode (6 nodes), byte-identical counts to CA_CLETS.xml because CC carries the same 4.8MB CLETS metadata. So this is buildable and DEFERRED, not impossible. It is a DMV file/info-code lookup rather than an officer plate search: it needs two code values an officer would not have at a traffic stop and no CAD field supplies them. SAME DISPOSITION AS THE BASE, which is the point of the directed link -- CA_CLETS registry line 72 records the identical decision for the identical devdoc item. KeyRef is "(devdoc #1)" and deliberately NOT a built keyRef: an existence-class rule naming a BUILT combo suppresses that combination's entire comparison, which dropped CA_CLETS coverage 27->26 with the finding count still at 0. Measured here: 27 branches before AND after this row. | metadata-vs-devdoc | 2026-08-19
BoatQuery | NLTS.BQ.N | State | devdoc-optional-unreachable | DEVDOC-vs-METADATA CONFLICT, metadata wins (field authority). Devdoc-of-record BoatQuery #4 is "(Out) BirthDate, Name, [State]" -- State bracketed = optional. But inside Transaction='BoatQuery' the ONLY boat-by-name variant is NLTS.BQ{Name} with Set[CaRequestPurposeCode, Name, BirthDate, State] and an EMPTY Any, so State is MANDATORY and a Name+BirthDate fill without it is not a legal request; there is no in-state boat-by-name transaction to fall through to. VERIFIED AGAINST THIS PROVIDER OWN RAW METADATA at TRANSACTION granularity, which is the step that decided it. I FIRST READ THIS AS A REFUTATION OF THE BASE AND WAS WRONG: CC metadata does hold a looser NLTS.BQ{Name} with Set[CaRequestPurposeCode, BirthDate, Name] and Any[State, State2..State5], which would make the fill legal -- but it belongs to Transaction='CAIBoatRegistrationQuery', a CAI-prefixed DUPLICATE-TRANSACTION-PAIR sibling, NOT devdoc-Basic BoatQuery. Building from it is exactly the defect audit_supported_queries CHECK 0 exists to catch (AZ_AZDPS shipped AzAzdpsDriverLicenseQuery under the label 'Driver License'): a label is not a transaction. Surfaced 2026-08-19 only because the devdoc-of-record fallback gave this provider a devdoc at all; audit_devdoc_optionals sources its items from audit_devdoc_combinations -Explain, so the fix propagated. Same disposition as CA_CLETS registry line 70. | metadata-vs-devdoc | 2026-08-19
BoatQuery | devdoc #4 | BirthDate | devdoc-optional-unreachable | Same finding as the BoatQuery / NLTS.BQ.N / State row, keyed on the devdoc item so the mandatory-only fill is matched: audit_devdoc_optionals Test-Accepted compares the registry Field against the FILLED fields, and for a "(mandatory only) NO COMBO FIRES" the un-filled optional (State) is not one of them -- so a mandatory field of the devdoc item must be named. Devdoc-of-record BoatQuery #4 mandatory fields are BirthDate and Name. Transaction='BoatQuery' NLTS.BQ{Name} mandates State with an empty Any, so the fill fires nothing BY DESIGN. VERIFIED AGAINST THIS PROVIDER OWN RAW METADATA at TRANSACTION granularity, which is the step that decided it. Same disposition as CA_CLETS registry line 73. | metadata-vs-devdoc | 2026-08-19
DriverHistoryQuery | NLTS.KQ.N | SexCode | devdoc-optional-unreachable | DEVDOC-vs-METADATA CONFLICT, metadata wins (field authority). Devdoc-of-record DriverHistoryQuery #1 is "(In) Name, [BirthDate]" -- only Name mandatory. But the ONLY DH-by-name variant is NLTS.KQ{Name} with Set[CaRequestPurposeCode, BirthDate, Name, SexCode] and Any[Attention, PurposeCode, State], so BOTH BirthDate and SexCode are metadata-MANDATORY and neither a Name-only nor a Name+BirthDate fill is expressible. VERIFIED AGAINST THIS PROVIDER OWN RAW METADATA at TRANSACTION granularity, which is the step that decided it. UNLIKE the boat item, the two transactions AGREE here: Transaction='DriverHistoryQuery' and its CAI sibling CAIDriverHistoryQuery carry byte-identical requirements, so there is no looser variant anywhere and this is unreachable on every path. Devdoc #2 "(In) OperatorLicenseNumber" DOES work via NLTS.KQ.O. Only the in-state NAME path is unimplementable. Same disposition as CA_CLETS registry line 71. | metadata-vs-devdoc | 2026-08-19
DriverHistoryQuery | devdoc #1 | Name | devdoc-optional-unreachable | Same finding as the DriverHistoryQuery / NLTS.KQ.N / SexCode row, keyed on the devdoc item so BOTH reported fills are matched -- "#1 (mandatory only)" (Name alone) and "#1 +[BirthDate]" (Name+BirthDate). Name is the only mandatory field of devdoc-of-record DriverHistoryQuery #1, and NLTS.KQ{Name} additionally mandates CaRequestPurposeCode, BirthDate and SexCode, so neither fill can fire. VERIFIED AGAINST THIS PROVIDER OWN RAW METADATA at TRANSACTION granularity, which is the step that decided it. Both Transaction='DriverHistoryQuery' and Transaction='CAIDriverHistoryQuery' agree, so no looser variant exists. Same disposition as CA_CLETS registry line 74. | metadata-vs-devdoc | 2026-08-19
